Age,Attrition,BusinessTravel,DailyRate($),Department,DistanceFromHome,Education,EducationField,EmployeeNumber#,EnvironmentSatisfaction,Gender,JobLevel,Job+Role,JobSatisfaction,MaritalStatus,MonthlyIncome($),NumCompaniesWorked#,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1089,3,Male,1,Laboratory Technician,2,Married,4841,4,No,14,3,1,4,3,3,1,0,0,0
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1090,1,Male,2,Research Scientist,4,Married,4285,1,No,17,3,0,10,2,3,10,8,3,7
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1091,3,Female,2,Healthcare Representative,1,Married,9715,3,No,13,3,1,9,3,3,7,7,0,7
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1092,4,Male,2,Manufacturing Director,2,Single,4320,1,No,13,3,0,5,2,3,5,3,0,2
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1093,4,Male,1,Research Scientist,4,Married,2132,4,No,20,4,1,8,3,3,5,4,0,3
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1094,4,Male,3,Healthcare Representative,4,Married,10124,2,Yes,14,3,1,24,3,1,20,8,13,9
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1095,1,Male,2,Sales Executive,1,Married,5473,0,No,12,3,0,9,5,4,8,4,7,1
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1096,2,Male,2,Laboratory Technician,3,Married,5207,1,Yes,12,3,1,15,3,3,15,14,5,7
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1097,3,Male,4,Manager,4,Single,16437,1,Yes,21,4,0,21,2,3,21,7,7,7
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1098,3,Male,1,Laboratory Technician,1,Divorced,2296,0,No,14,3,3,2,3,3,1,1,0,0
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1099,4,Male,2,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,0,8,2,3,2,2,2,2
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1100,1,Male,3,Healthcare Representative,2,Divorced,7441,1,No,12,3,3,10,4,3,10,8,7,7
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1101,2,Female,1,Sales Representative,3,Married,2430,0,No,23,4,2,6,5,3,5,3,4,2
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1102,4,Female,2,Research Scientist,2,Married,5878,3,No,12,3,1,12,2,3,7,1,2,5
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1103,3,Male,1,Sales Representative,4,Single,2644,3,Yes,21,4,0,7,3,2,3,2,1,2
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1104,3,Female,2,Sales Executive,3,Divorced,6439,8,No,14,3,1,18,2,3,8,7,7,7
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1105,3,Male,1,Research Scientist,3,Married,2451,6,No,18,3,2,5,2,2,1,0,0,0
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1106,1,Male,2,Sales Executive,1,Married,6392,2,No,13,3,1,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1107,2,Male,2,Sales Executive,1,Married,9714,1,No,11,3,1,10,4,3,10,8,6,7
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1108,3,Male,2,Human Resources,3,Married,6077,3,No,11,3,0,10,2,3,6,3,1,2
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1109,4,Male,1,Laboratory Technician,1,Single,2450,1,No,19,3,0,3,3,3,3,0,1,2
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1110,3,Male,3,Sales Executive,2,Married,9250,3,No,12,3,1,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1111,1,Female,1,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,1,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1112,3,Female,3,Manufacturing Director,4,Married,10169,0,No,16,3,1,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1113,3,Male,2,Manufacturing Director,2,Married,4855,4,No,11,3,2,7,2,3,5,2,1,4
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1114,4,Male,2,Research Scientist,1,Married,4087,4,No,14,3,1,9,3,2,6,5,1,2
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1115,3,Female,1,Research Scientist,1,Married,2367,8,No,12,3,1,10,3,2,8,2,7,6
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1116,1,Male,1,Research Scientist,4,Single,2972,1,No,13,3,0,1,4,1,1,0,0,0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1117,3,Male,5,Manager,4,Married,19586,1,No,21,4,1,36,3,3,36,6,2,13
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1118,2,Male,2,Research Scientist,4,Married,5484,9,No,17,3,1,9,3,2,2,2,2,1
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1119,1,Female,1,Research Scientist,4,Married,2061,1,No,21,4,0,1,5,3,1,0,0,0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1120,3,Male,2,Sales Executive,2,Married,9924,0,No,11,3,1,10,3,3,9,8,7,7
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1121,2,Female,2,Sales Executive,2,Single,4198,2,No,12,3,0,8,5,4,3,2,1,2
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1122,2,Female,2,Sales Executive,3,Single,6815,6,No,13,3,0,15,5,3,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1123,2,Male,1,Laboratory Technician,1,Single,4723,1,Yes,18,3,0,10,3,3,10,9,1,5
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1124,1,Female,2,Healthcare Representative,3,Single,6142,3,Yes,16,3,0,10,4,3,5,2,0,4
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1125,4,Male,3,Sales Executive,3,Married,8237,2,No,11,3,1,11,3,3,7,6,7,6
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1126,1,Male,2,Healthcare Representative,4,Divorced,8853,1,No,19,3,1,6,0,4,6,4,1,3
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1127,3,Male,5,Manager,3,Married,19331,4,Yes,16,3,1,27,2,3,1,0,0,0
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1128,4,Male,1,Research Scientist,3,Married,2073,2,No,16,3,1,4,2,3,2,2,2,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1129,1,Male,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1130,4,Male,5,Manager,4,Single,19613,8,No,22,4,0,24,2,3,1,0,0,1
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1131,2,Male,2,Laboratory Technician,3,Married,3407,1,No,17,3,2,10,3,2,10,9,6,8
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1132,4,Male,2,Healthcare Representative,3,Married,5063,1,No,14,3,1,8,3,2,8,2,7,7
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1133,4,Female,2,Sales Executive,1,Married,4639,1,No,15,3,1,5,2,3,5,4,1,2
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1134,4,Male,1,Laboratory Technician,2,Divorced,4876,5,No,12,3,1,8,0,3,6,4,0,2
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1135,3,Male,1,Laboratory Technician,4,Married,2690,1,No,18,3,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1136,4,Male,4,Manager,1,Single,17567,1,No,15,3,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1137,3,Male,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,3,1,1,0,0
22,No,Non-Travel,457,Research & Development,26,2,Other,1138,2,Female,1,Research Scientist,3,Married,2814,1,Yes,14,3,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1139,2,Male,4,Healthcare Representative,3,Married,11245,2,Yes,15,3,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1140,2,Female,1,Research Scientist,4,Married,3312,3,No,17,3,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1141,2,Female,5,Research Director,4,Divorced,19049,0,Yes,14,3,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1142,2,Male,1,Research Scientist,2,Married,2141,1,No,12,3,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1143,3,Female,2,Laboratory Technician,1,Single,5769,1,Yes,14,3,0,10,3,3,10,7,1,4
45,No,Non-Travel,336,Sales,26,3,Marketing,1144,1,Male,2,Sales Executive,1,Married,4385,1,No,15,3,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,715,Sales,2,4,Other,1145,4,Male,2,Sales Executive,1,Single,5332,7,No,13,3,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1146,3,Female,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1147,3,Male,2,Manufacturing Director,4,Divorced,4724,1,No,13,3,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1148,3,Female,1,Laboratory Technician,1,Married,3211,1,No,14,3,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1149,2,Male,2,Manufacturing Director,1,Married,5377,2,No,13,3,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1150,4,Male,1,Laboratory Technician,1,Divorced,4066,1,No,11,3,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1151,2,Male,2,Research Scientist,1,Married,5208,1,No,11,3,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1152,2,Female,2,Manufacturing Director,1,Divorced,4877,0,No,21,4,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1153,3,Male,1,Research Scientist,4,Single,3117,1,No,18,3,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1154,2,Female,1,Sales Representative,4,Single,1569,1,Yes,12,3,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1155,4,Female,5,Manager,3,Married,19658,3,No,11,3,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1156,3,Male,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1157,1,Female,3,Manufacturing Director,3,Married,10435,1,No,13,3,2,18,2,3,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1158,3,Female,2,Healthcare Representative,3,Married,4148,1,No,12,3,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1159,3,Male,2,Manufacturing Director,3,Married,5768,3,No,17,3,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1160,1,Female,2,Manufacturing Director,3,Single,5042,0,No,13,3,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1161,4,Female,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1162,4,Female,3,Manufacturing Director,3,Married,7756,3,Yes,19,3,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1163,4,Male,3,Sales Executive,1,Married,10306,9,No,17,3,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1164,2,Female,1,Research Scientist,2,Married,3936,1,No,11,3,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1165,3,Female,3,Manufacturing Director,4,Single,7945,6,Yes,15,3,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1166,1,Male,2,Human Resources,4,Married,5743,4,Yes,11,3,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1167,3,Male,4,Manager,4,Married,15202,2,No,25,4,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1168,1,Male,2,Sales Executive,4,Divorced,5440,6,Yes,14,3,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1169,1,Female,1,Research Scientist,4,Single,3760,1,Yes,13,3,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1170,2,Female,1,Research Scientist,3,Married,3517,7,No,17,3,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1171,4,Male,1,Research Scientist,4,Single,2580,2,No,13,3,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1172,1,Male,1,Laboratory Technician,1,Single,2166,3,Yes,14,3,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,3,Medical,1173,3,Male,2,Sales Executive,3,Single,5869,9,No,11,3,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1174,2,Female,3,Healthcare Representative,1,Married,8008,4,No,12,3,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1175,4,Male,2,Manufacturing Director,3,Divorced,5206,1,No,17,3,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1176,4,Male,2,Manufacturing Director,2,Married,5295,4,No,21,4,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1177,1,Female,4,Research Director,2,Married,16413,3,No,16,3,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1178,4,Female,3,Research Director,1,Divorced,13269,5,No,15,3,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1179,3,Female,1,Sales Representative,3,Single,2783,1,No,19,3,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1180,4,Female,2,Research Scientist,2,Divorced,5433,1,No,12,3,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1181,1,Male,1,Laboratory Technician,2,Single,2013,2,No,11,3,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1182,3,Female,4,Healthcare Representative,3,Married,13966,2,Yes,19,3,1,30,3,3,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,4,Medical,1183,4,Female,2,Manufacturing Director,3,Married,4374,0,No,15,3,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1184,4,Male,2,Healthcare Representative,1,Divorced,6842,6,No,20,4,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1185,2,Female,4,Manager,3,Married,17426,3,No,25,4,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1186,3,Male,4,Research Director,3,Married,17603,1,No,24,4,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1187,4,Male,2,Sales Executive,4,Single,4581,3,Yes,24,4,0,13,2,4,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1188,4,Male,2,Research Scientist,4,Married,4735,7,No,15,3,2,19,4,4,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,3,Medical,1189,1,Male,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,1,10,3,2,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,4,Medical,1190,4,Male,2,Sales Executive,4,Divorced,5505,1,No,14,3,2,6,5,3,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1191,4,Male,2,Research Scientist,2,Divorced,5470,0,No,13,3,2,10,4,2,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1192,1,Female,2,Sales Executive,4,Married,5476,1,No,11,3,2,10,2,3,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1193,4,Female,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,1,17,2,2,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1194,4,Female,1,Laboratory Technician,2,Single,2440,1,No,22,4,0,4,3,3,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1195,2,Female,4,Manager,2,Divorced,15972,6,No,14,3,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1196,3,Male,4,Manager,3,Single,15379,4,No,14,3,0,23,2,3,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1197,4,Male,3,Sales Executive,3,Single,7082,3,Yes,16,3,0,21,2,3,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1198,4,Male,1,Sales Representative,1,Single,2728,1,No,11,3,0,2,3,3,2,2,0,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1199,3,Female,2,Sales Executive,4,Divorced,5368,1,Yes,25,4,1,7,2,3,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1200,1,Male,2,Healthcare Representative,3,Married,5347,6,No,14,3,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1201,3,Female,1,Human Resources,4,Divorced,3195,4,Yes,18,3,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1202,4,Male,1,Laboratory Technician,3,Single,3989,1,Yes,11,3,0,5,2,3,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1203,4,Female,1,Laboratory Technician,3,Married,3306,7,No,19,3,1,7,5,2,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1204,2,Male,3,Healthcare Representative,4,Married,7005,3,No,15,3,0,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1205,4,Female,1,Sales Representative,3,Married,2655,2,Yes,11,3,2,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1206,4,Male,1,Laboratory Technician,2,Single,1393,1,No,12,3,0,1,2,3,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,1207,4,Male,1,Laboratory Technician,4,Single,2570,1,No,20,4,0,7,5,3,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1208,1,Male,1,Research Scientist,2,Divorced,3537,5,No,12,3,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1209,2,Male,2,Laboratory Technician,4,Married,3986,1,No,14,3,1,15,3,4,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1210,3,Male,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,1,19,2,4,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1211,2,Male,1,Laboratory Technician,2,Married,2028,1,No,18,3,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1212,3,Male,2,Sales Executive,4,Divorced,9525,1,No,14,3,2,6,2,2,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1213,2,Female,1,Research Scientist,4,Married,2929,1,No,12,3,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1214,3,Male,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1215,3,Female,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1216,1,Male,1,Research Scientist,4,Single,4930,0,Yes,14,3,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1217,4,Male,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1218,3,Male,1,Research Scientist,3,Married,4401,1,No,16,3,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1219,4,Male,3,Sales Executive,3,Single,9241,1,No,12,3,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1220,4,Female,1,Laboratory Technician,3,Married,2974,9,No,17,3,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1221,3,Female,2,Sales Representative,4,Single,4502,3,No,15,3,0,17,2,2,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1222,3,Male,3,Healthcare Representative,3,Married,10748,3,No,23,4,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1223,4,Male,1,Human Resources,3,Married,1555,1,No,11,3,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1224,3,Male,4,Sales Executive,3,Married,12936,7,No,11,3,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1225,4,Male,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1226,4,Female,4,Research Director,2,Single,16704,1,No,11,3,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1227,1,Male,1,Research Scientist,3,Married,3433,6,No,13,3,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1228,2,Male,1,Laboratory Technician,3,Married,3477,1,No,14,3,1,6,2,4,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1229,3,Male,2,Human Resources,2,Married,6430,6,No,19,3,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1230,2,Female,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1231,2,Male,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1232,3,Male,2,Healthcare Representative,2,Single,5562,6,No,14,3,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1233,4,Male,2,Manufacturing Director,3,Married,6883,2,No,16,3,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1234,2,Male,1,Research Scientist,4,Married,2862,1,No,12,3,1,10,2,2,10,0,0,8
47,No,Non-Travel,543,Sales,2,4,Marketing,1235,3,Male,2,Sales Executive,2,Married,4978,7,No,11,3,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1236,3,Male,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1237,2,Male,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1238,1,Male,2,Sales Executive,2,Single,6735,6,No,15,3,,10,2,3,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1239,3,Female,1,Laboratory Technician,2,Single,3295,1,No,13,3,,3,3,1,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1240,4,Female,2,Manufacturing Director,4,Single,5238,2,No,20,4,,9,3,2,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1241,4,Male,2,Laboratory Technician,4,Married,6472,1,Yes,15,3,1,9,2,3,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1242,4,Male,3,Sales Executive,3,Married,9610,3,No,13,3,1,10,2,1,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,4,Medical,1243,2,Male,5,Manager,2,Single,19833,1,No,14,3,0,21,3,2,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1244,3,Female,3,Human Resources,3,Married,9756,4,No,21,4,2,9,2,4,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1245,4,Female,1,Research Scientist,1,Single,4968,0,No,16,3,0,10,2,3,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1246,1,Male,1,Human Resources,4,Married,2145,0,No,14,3,1,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1247,3,Female,1,Human Resources,4,Divorced,2180,6,No,11,3,1,6,0,2,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1248,1,Male,2,Sales Executive,3,Married,8346,1,No,19,3,1,6,3,3,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1249,3,Female,1,Research Scientist,4,Single,3445,1,No,11,3,0,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1250,2,Female,1,Sales Representative,2,Single,2760,1,No,13,3,0,2,3,3,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1251,4,Male,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,0,10,5,4,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1252,3,Male,3,Sales Executive,1,Divorced,7140,2,No,11,3,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1253,4,Male,1,Research Scientist,4,Married,2932,0,Yes,14,3,3,6,3,3,5,0,1,2
33,No,Non-Travel,1283,Sales,2,3,Marketing,1254,4,Female,2,Sales Executive,2,Single,5147,8,No,15,3,0,13,2,2,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1255,4,Female,2,Sales Executive,4,Single,4507,3,No,12,3,0,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1256,1,Female,3,Sales Executive,1,Single,8564,2,Yes,20,4,0,11,2,2,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1257,3,Female,1,Laboratory Technician,2,Married,2468,4,No,14,3,1,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1258,1,Male,3,Sales Executive,3,Married,8161,2,No,13,3,3,10,2,3,1,0,0,0
